student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
1413,16,Female,4.4,9.5,5.2,75.8,FPS,4.6,6.5,267.49,8.13,High,82
1414,19,Male,5.1,7.2,8.3,99.7,Casual,2.9,9.1,259.68,16.36,Low,88
1415,19,Male,3.5,2.9,7.0,85.5,FPS,3.1,8.1,267.63,8.48,Medium,57
1416,24,Female,5.4,1.4,6.4,73.4,Casual,0.2,6.5,262.03,13.64,Low,35
1417,21,Female,0.9,2.3,4.1,70.0,FPS,2.5,3.7,297.02,2.90,Medium,47
1418,24,Female,7.7,9.7,5.9,68.4,Casual,2.6,12.9,231.63,15.55,High,81
1419,21,Female,6.0,5.2,7.2,76.1,FPS,0.2,10.2,242.82,11.92,Low,54
1420,21,Male,5.1,8.7,4.5,67.7,FPS,3.9,9.1,255.45,10.55,High,74
1421,20,Female,2.5,5.2,6.3,65.4,FPS,1.4,4.7,287.63,10.42,Medium,67
1422,20,Female,1.3,7.0,9.0,74.6,FPS,3.6,5.5,309.51,4.20,Medium,100
1423,17,Female,3.3,1.2,7.6,84.3,Casual,2.0,8.2,296.38,9.37,Medium,56
1424,23,Male,5.3,3.3,6.7,65.9,FPS,5.0,8.3,257.63,13.45,Low,46
1425,23,Male,5.1,4.9,6.7,61.8,RPG,1.1,7.0,251.96,12.10,Low,50
1426,16,Female,3.1,6.7,4.2,61.4,RPG,0.3,4.5,268.88,8.54,Medium,62
1427,23,Male,4.9,2.5,8.8,70.7,FPS,4.9,8.4,272.68,10.53,Medium,65
1428,20,Female,6.5,7.9,8.6,67.6,FPS,1.2,10.9,243.63,12.86,Low,79
1429,17,Female,0.2,4.3,7.4,81.6,FPS,3.2,2.0,315.16,0.00,Medium,79
1430,17,Female,3.6,8.4,4.5,78.2,RPG,1.9,6.7,277.39,5.69,High,75
1431,21,Female,6.1,1.9,5.0,73.0,Casual,3.2,9.9,254.83,13.02,Low,14
1432,24,Female,4.4,7.1,4.9,93.3,Casual,3.0,6.2,263.46,2.18,High,71
1433,16,Male,5.2,3.6,6.6,80.2,Casual,3.5,7.6,250.82,13.04,Low,52
1434,21,Female,4.1,8.2,5.0,63.7,RPG,0.1,8.2,257.34,11.42,High,67
1435,24,Female,7.9,4.6,7.5,71.8,Casual,4.2,12.6,214.05,16.22,Low,31
1436,23,Male,0.4,7.0,6.7,98.9,FPS,2.4,4.6,311.27,0.22,Medium,100
1437,21,Male,3.9,9.4,4.1,99.1,RPG,2.6,8.5,283.59,13.20,High,91
1438,18,Male,0.7,1.2,7.7,70.2,FPS,2.1,4.6,306.16,5.35,Medium,52
1439,23,Female,1.3,1.1,4.9,66.7,FPS,5.0,6.5,307.25,4.64,Medium,58
1440,24,Male,3.1,7.9,8.1,79.8,Casual,4.0,8.2,294.53,7.33,Medium,94
1441,16,Female,1.2,6.8,5.8,79.3,FPS,1.6,6.2,308.94,5.05,Medium,90
1442,24,Male,7.7,3.6,5.7,76.4,Casual,3.9,11.6,247.22,14.48,Low,21
1443,21,Male,7.6,5.5,4.1,81.2,RPG,2.2,13.5,229.84,18.71,Low,30
1444,21,Female,2.7,1.4,8.9,69.3,FPS,4.4,3.9,286.15,3.58,Medium,66
1445,19,Male,5.1,2.7,7.1,64.6,FPS,0.2,7.1,254.74,6.45,Low,35
1446,16,Female,4.3,4.8,6.1,82.8,FPS,1.8,9.3,288.68,9.43,Medium,62
1447,23,Female,6.5,8.5,4.5,97.3,Casual,2.2,11.7,253.95,13.57,High,69
1448,17,Female,5.0,5.3,7.5,65.5,RPG,3.7,10.1,245.17,16.20,Low,50
1449,16,Male,0.0,6.3,5.4,88.2,RPG,0.9,5.4,341.10,6.03,Medium,78
1450,17,Female,6.1,8.9,8.9,77.5,FPS,1.4,9.2,251.66,11.54,Low,90
1451,16,Female,6.0,3.8,8.8,71.8,FPS,3.6,11.6,249.65,14.57,Low,41
1452,16,Female,4.1,7.3,7.7,94.1,FPS,0.4,6.1,276.22,7.87,Medium,80
1453,24,Female,7.2,8.8,8.9,78.3,Casual,1.0,12.9,223.77,20.96,Low,86
1454,16,Female,7.3,2.8,4.5,83.3,FPS,3.8,11.1,234.73,12.79,Low,24
1455,19,Female,4.2,4.2,5.4,77.7,RPG,4.4,6.0,266.63,10.22,Medium,53
1456,21,Female,4.9,9.8,5.3,63.3,RPG,3.6,9.5,258.08,14.62,High,80
1457,22,Male,8.0,9.9,4.4,83.8,FPS,2.6,10.5,233.95,16.09,High,56
1458,17,Male,2.4,3.0,8.9,76.8,RPG,0.5,4.5,288.68,5.88,Medium,63
1459,21,Male,2.6,1.6,4.3,63.5,Casual,4.1,4.5,289.80,8.24,Medium,37
1460,22,Male,1.5,3.4,8.3,83.8,FPS,0.6,2.6,305.76,1.28,Medium,84
1461,17,Male,7.2,4.6,7.8,60.4,RPG,1.9,12.0,243.40,18.02,Low,36
1462,17,Male,6.0,5.0,5.9,68.3,Casual,0.3,9.4,261.16,10.54,Low,49
1463,22,Female,0.9,6.6,4.1,91.2,FPS,3.6,6.7,309.95,1.45,Medium,90
1464,16,Male,7.9,9.1,4.0,61.5,FPS,2.5,11.1,222.02,19.00,High,53
1465,23,Female,5.9,4.0,5.0,85.9,FPS,4.5,11.1,268.84,12.38,Low,35
1466,18,Male,6.8,8.7,6.5,98.0,Casual,0.7,12.6,212.60,16.88,Low,78
1467,21,Male,0.4,1.8,6.3,66.9,FPS,4.1,1.5,323.99,0.00,Medium,63
1468,24,Male,4.0,1.4,6.9,76.7,FPS,2.6,5.6,270.08,9.41,Medium,40
1469,21,Male,5.6,5.5,7.9,83.0,FPS,1.8,8.3,258.63,9.23,Low,60
1470,24,Female,4.3,1.5,5.9,78.0,FPS,3.2,9.7,268.33,13.95,Medium,44
1471,22,Female,5.3,4.5,4.8,84.8,FPS,4.0,10.5,268.85,14.88,Low,49
1472,24,Male,6.5,9.1,8.0,76.2,RPG,2.2,9.4,245.71,13.29,Low,90
1473,17,Male,3.0,3.2,5.7,65.9,FPS,1.2,5.0,269.91,3.25,Medium,48
1474,23,Male,6.8,7.4,5.4,63.6,Casual,4.6,11.8,223.86,15.68,High,60
1475,23,Female,1.3,3.7,7.8,89.8,Casual,1.6,5.3,302.25,3.87,Medium,98
1476,17,Female,2.2,1.4,8.7,69.5,RPG,5.0,3.3,300.04,3.83,Medium,55
1477,19,Female,0.4,6.0,8.6,93.9,Casual,3.8,5.4,328.87,5.31,Medium,99
1478,22,Female,2.9,8.5,4.7,89.7,RPG,3.4,8.7,278.27,11.16,High,92
1479,19,Female,3.0,4.7,6.5,62.0,RPG,0.1,4.3,261.41,7.54,Medium,56
1480,19,Male,6.4,6.6,4.5,68.1,FPS,2.2,8.9,247.03,17.08,Low,56
1481,21,Male,5.2,9.1,8.8,71.7,FPS,2.5,10.3,257.66,7.40,Low,93
1482,21,Female,3.5,8.1,5.1,83.8,FPS,1.9,7.4,279.55,8.33,High,75
1483,18,Female,5.2,2.7,5.0,92.4,FPS,0.8,11.2,246.35,12.71,Low,38
1484,24,Female,0.4,7.6,8.4,62.4,Casual,1.8,6.0,326.89,5.31,Medium,98
1485,17,Female,1.4,5.5,8.8,70.0,FPS,0.4,3.3,294.56,3.19,Medium,92
1486,21,Male,5.0,7.7,7.5,75.1,FPS,1.5,9.4,262.84,13.34,Low,81
1487,22,Female,5.1,5.5,4.6,67.3,Casual,0.4,9.4,261.20,11.43,Low,47
1488,24,Female,6.2,2.2,6.4,81.8,RPG,3.8,7.7,251.22,11.81,Low,25
1489,18,Male,3.2,6.1,8.1,79.1,RPG,3.4,4.7,273.91,8.77,Medium,78
1490,18,Female,5.8,5.4,6.9,72.7,FPS,4.7,9.6,241.41,13.48,Low,54
1491,22,Female,5.5,5.7,4.7,80.7,Casual,1.9,8.5,262.89,13.06,Low,51
1492,19,Male,7.7,8.9,4.9,74.2,FPS,3.9,11.4,233.01,14.80,High,57
1493,23,Male,1.7,9.1,8.3,73.7,RPG,2.9,3.9,302.71,5.89,Medium,100
1494,22,Male,4.4,5.1,6.6,70.6,RPG,3.2,8.2,278.34,8.56,Medium,62
1495,20,Female,4.8,5.1,7.5,81.6,RPG,2.7,7.7,265.70,14.51,Medium,56
1496,22,Male,8.0,5.6,5.9,77.8,Casual,3.9,13.4,220.42,18.19,Low,32
1497,18,Female,1.6,5.7,6.7,67.9,FPS,0.2,4.1,305.86,3.66,Medium,86
1498,17,Female,4.2,9.6,8.9,60.5,Casual,0.4,9.5,274.22,12.84,Medium,95
1499,21,Male,2.8,6.8,5.7,66.0,RPG,0.5,5.7,291.52,6.91,Medium,66
1500,17,Female,4.2,3.5,7.4,61.7,RPG,1.4,8.1,260.65,11.80,Medium,48
1501,18,Other,1.9,5.8,4.9,77.3,Casual,3.0,4.3,287.89,4.34,Medium,80
1502,21,Male,0.4,6.7,4.6,69.0,RPG,3.2,5.4,324.24,4.71,Medium,80
1503,20,Male,4.6,6.8,7.9,76.8,Casual,3.6,9.8,263.56,11.62,Medium,79
1504,23,Female,2.7,6.3,8.2,73.2,FPS,1.4,7.7,268.29,9.64,Medium,82
1505,24,Female,1.5,2.6,7.3,81.5,Casual,3.3,5.7,288.77,7.32,Medium,67
1506,18,Male,2.6,1.3,4.8,89.0,Casual,0.6,5.1,275.73,3.27,Medium,39
1507,18,Male,0.4,4.0,5.2,79.2,Casual,0.1,4.6,325.99,3.59,Medium,73
1508,18,Male,7.6,4.9,8.6,62.5,Casual,3.5,13.4,228.32,21.76,Low,50
1509,21,Other,4.7,1.6,5.4,60.7,FPS,3.6,8.9,264.55,12.66,Medium,31
1510,16,Male,6.5,8.3,8.1,68.5,RPG,3.1,12.3,238.23,20.81,Low,85
1511,22,Female,3.4,4.1,5.4,77.0,Casual,1.3,5.9,268.85,6.16,Medium,53
1512,16,Female,7.2,9.2,8.7,61.8,RPG,4.6,12.5,240.84,17.59,Low,83
1513,20,Male,3.9,2.4,8.6,73.1,RPG,4.4,8.5,280.08,11.01,Medium,62
1514,23,Female,4.6,1.5,4.2,95.5,FPS,2.6,9.7,257.87,10.68,Medium,37
1515,19,Male,3.9,5.3,7.9,63.6,FPS,5.0,8.5,286.86,7.66,Medium,67
1516,20,Female,5.9,2.7,4.9,97.9,RPG,1.5,9.3,257.01,17.78,Low,59
1517,19,Male,4.5,9.4,5.1,94.3,Casual,2.5,9.0,257.10,13.52,High,90
1518,19,Female,2.2,1.1,6.3,93.3,RPG,4.6,7.8,291.09,8.29,Medium,60
1519,23,Female,1.2,4.7,6.9,94.6,FPS,2.3,4.3,302.40,3.96,Medium,88
1520,17,Male,4.9,9.3,5.6,63.2,RPG,2.4,10.6,264.92,12.86,High,66
1521,16,Male,3.9,4.5,6.9,66.1,Casual,0.4,5.2,258.79,9.70,Medium,61
1522,18,Male,0.8,1.8,4.9,65.4,RPG,1.1,1.8,303.71,4.96,Medium,54
1523,24,Male,3.2,3.7,4.1,64.5,Casual,0.8,6.6,290.02,6.64,Medium,54
1524,19,Female,4.1,5.5,6.9,73.1,FPS,2.8,9.4,254.69,11.07,Medium,65
1525,20,Female,6.6,2.7,6.6,93.2,Casual,1.6,8.9,238.58,13.62,Low,29
1526,17,Male,0.6,5.2,7.5,70.1,Casual,0.4,5.1,300.42,1.34,Medium,80
1527,19,Female,2.8,8.5,7.3,69.8,Casual,2.6,6.5,295.65,6.22,Medium,85
1528,17,Female,6.6,8.9,8.5,87.0,Casual,3.4,9.0,244.47,14.82,Low,96
1529,17,Female,5.2,1.4,6.3,63.9,FPS,3.7,7.6,243.04,11.00,Low,32
1530,19,Male,2.3,2.5,4.0,74.4,Casual,4.2,3.7,281.74,5.38,Medium,44
1531,21,Male,6.8,3.5,7.2,71.8,RPG,2.4,10.4,239.02,16.81,Low,40
1532,22,Male,4.0,6.4,7.4,93.9,FPS,2.0,7.2,249.53,11.84,Medium,87
1533,18,Female,4.0,4.3,6.6,80.6,FPS,3.4,6.4,261.12,14.51,Medium,64
1534,18,Male,7.8,8.6,7.5,85.9,FPS,0.1,13.7,218.04,20.09,Low,80
1535,21,Male,7.6,7.5,5.6,65.2,Casual,3.2,12.7,241.89,16.47,High,47
1536,18,Male,2.9,1.9,4.7,97.2,RPG,2.0,6.5,279.79,9.76,Medium,55
1537,17,Female,1.1,6.6,7.3,72.9,RPG,2.3,4.7,313.15,3.41,Medium,86
1538,23,Male,2.6,2.0,5.2,88.3,FPS,1.5,4.6,283.95,4.81,Medium,61
1539,20,Male,0.2,3.3,6.3,98.2,RPG,0.6,4.5,324.57,3.85,Medium,78
1540,16,Male,0.2,2.6,6.5,80.4,FPS,2.0,5.9,302.44,6.05,Medium,64
1541,18,Male,3.2,2.6,6.4,80.3,RPG,1.5,8.7,274.85,7.85,Medium,48
1542,23,Female,7.5,6.6,7.0,64.7,Casual,4.8,9.0,228.55,16.40,Low,43
1543,19,Male,7.0,6.1,4.2,75.6,Casual,4.7,8.2,238.14,15.49,Low,38
1544,22,Male,4.1,2.6,9.0,94.1,FPS,3.2,9.9,274.16,9.19,Medium,64
1545,17,Female,4.5,9.9,7.6,65.4,RPG,4.5,6.5,267.69,7.18,Medium,98
1546,22,Male,0.1,4.8,6.1,96.7,RPG,3.8,3.8,324.46,0.00,Medium,79
1547,20,Male,1.7,1.9,5.0,86.7,FPS,1.7,3.1,299.24,6.68,Medium,63
1548,20,Female,0.2,2.1,4.4,76.8,Casual,3.0,5.4,319.34,2.08,Medium,45
1549,21,Male,6.0,6.3,7.4,81.9,RPG,1.1,7.6,237.39,11.61,Low,65
1550,24,Male,1.2,9.8,5.6,66.0,RPG,3.4,5.4,289.78,5.09,High,100
1551,21,Male,7.0,6.2,5.2,68.7,RPG,0.2,8.2,225.42,17.14,Low,41
1552,23,Female,5.2,9.5,5.9,71.5,FPS,4.2,6.9,241.33,8.86,High,88
1553,22,Female,1.8,5.0,7.0,75.4,FPS,2.9,5.4,300.16,1.68,Medium,77
1554,24,Female,1.3,4.9,7.4,96.6,FPS,0.3,2.5,314.27,6.09,Medium,86
1555,19,Female,5.0,5.5,7.2,74.7,FPS,4.4,7.0,250.28,12.06,Low,60
1556,17,Male,7.2,7.3,8.3,81.0,FPS,4.4,8.9,243.57,13.11,Low,72
1557,22,Male,5.8,4.3,5.1,66.5,Casual,4.3,7.0,255.52,11.22,Low,37
1558,21,Female,2.8,8.8,7.2,89.4,Casual,3.9,8.6,280.98,6.50,Medium,100
1559,16,Female,4.7,1.3,4.5,82.4,Casual,3.4,8.0,260.11,12.30,Medium,38
1560,24,Male,2.5,5.0,6.7,77.6,Casual,2.0,7.8,301.27,9.67,Medium,80
1561,24,Female,8.0,5.6,6.9,97.9,Casual,0.7,10.8,200.88,18.71,Low,47
1562,17,Male,6.0,6.5,5.1,95.6,FPS,1.4,7.2,259.23,12.92,Low,57
1563,18,Male,4.9,3.5,6.0,86.4,RPG,1.7,9.4,269.92,12.84,Medium,53
1564,20,Male,3.4,4.9,8.1,96.9,FPS,1.8,4.6,273.43,5.89,Medium,81
1565,20,Male,5.0,5.4,4.7,82.6,FPS,2.8,8.7,259.67,10.89,Medium,54
1566,16,Female,2.7,7.2,6.2,93.1,RPG,1.0,4.4,303.51,6.32,Medium,81
1567,23,Female,0.2,8.0,8.7,76.4,RPG,1.0,4.6,304.14,2.08,Medium,100
1568,23,Male,3.2,7.6,6.5,63.5,FPS,3.6,8.6,280.26,9.05,Medium,83
1569,19,Male,7.4,4.1,7.6,99.8,FPS,0.0,13.2,237.19,14.53,Low,47
1570,22,Female,5.0,10.0,8.1,66.6,FPS,0.8,8.7,261.98,13.60,Low,100
1571,18,Male,0.7,8.6,5.0,70.1,Casual,2.2,4.3,312.48,1.03,High,95
1572,21,Female,7.1,3.3,5.1,66.5,Casual,0.8,8.3,253.21,10.54,Low,22
1573,24,Male,2.2,2.8,7.8,73.5,Casual,4.8,7.0,283.12,5.29,Medium,61
1574,16,Female,2.0,3.8,7.8,71.6,Casual,3.4,7.7,285.97,6.36,Medium,72
1575,20,Male,2.4,5.1,4.3,84.0,RPG,2.2,5.6,266.31,10.39,Medium,67
1576,19,Male,4.6,8.7,5.6,99.9,FPS,0.6,9.6,253.77,10.75,High,89
1577,23,Male,4.4,8.0,6.0,62.1,Casual,1.9,9.4,261.03,11.63,High,77
1578,16,Male,3.9,8.7,8.2,91.1,FPS,3.3,8.9,276.04,10.97,Medium,89
1579,24,Male,5.7,3.5,6.1,65.1,FPS,4.8,10.5,260.72,10.85,Low,42
1580,21,Female,2.5,6.3,8.6,60.8,Casual,2.4,4.6,280.00,5.89,Medium,81
1581,19,Male,6.3,3.6,9.0,85.5,Casual,3.5,11.0,243.45,14.37,Low,55
1582,24,Male,1.4,2.0,7.9,94.9,RPG,1.0,3.1,317.16,3.83,Medium,81
1583,20,Female,6.3,7.2,7.3,67.1,Casual,3.1,10.8,243.01,15.65,Low,79
1584,20,Female,5.3,2.3,6.0,73.7,RPG,1.2,6.3,261.47,12.83,Low,38
1585,20,Other,5.5,7.0,4.3,66.8,FPS,1.0,11.1,265.57,12.02,High,63
1586,16,Female,3.9,6.8,6.9,96.3,RPG,2.6,9.0,264.50,11.24,Medium,74
1587,16,Male,5.3,8.3,5.8,70.8,Casual,1.1,9.8,244.59,11.43,High,86
1588,23,Female,0.6,2.3,5.8,77.8,RPG,3.6,2.1,328.53,0.19,Medium,53
1589,23,Female,6.8,8.1,7.4,95.8,Casual,4.7,11.9,244.07,19.69,Low,82
1590,21,Female,0.4,10.0,6.3,82.1,RPG,2.0,5.8,301.45,0.00,Medium,100
1591,19,Male,1.2,8.7,7.8,97.3,RPG,1.6,5.6,295.15,3.57,Medium,100
1592,17,Male,4.6,7.8,6.0,97.1,FPS,0.9,10.5,262.68,12.60,High,70
1593,17,Male,5.9,7.0,4.8,78.5,FPS,2.0,7.4,262.90,11.37,Low,48
1594,24,Female,0.6,4.8,6.3,83.3,FPS,2.8,5.2,322.50,3.79,Medium,78
1595,20,Female,7.4,7.6,8.8,69.2,RPG,1.9,11.0,242.23,13.86,Low,70
1596,19,Female,7.8,7.5,8.0,99.6,Casual,3.1,9.5,222.16,12.75,Low,82
1597,16,Male,4.9,6.7,5.0,71.1,Casual,3.3,9.1,261.72,10.10,Medium,56
1598,22,Female,3.9,8.2,6.0,91.3,FPS,0.5,8.9,265.82,10.50,High,84
1599,18,Female,5.9,5.0,8.6,72.5,RPG,3.5,7.8,244.68,12.43,Low,52
1600,21,Male,2.6,2.1,4.6,72.5,RPG,4.5,7.6,277.21,9.02,Medium,42
1601,20,Female,4.0,6.0,5.3,64.2,RPG,0.1,5.4,263.88,5.78,Medium,59
1602,20,Male,7.3,3.4,5.3,82.4,RPG,2.8,11.3,224.78,15.49,Low,27
1603,20,Female,7.7,4.5,6.9,69.8,FPS,3.0,12.6,226.75,17.65,Low,24
1604,16,Female,7.4,1.2,6.1,65.9,Casual,3.6,9.2,235.17,13.77,Low,11
1605,16,Female,2.1,4.5,4.4,69.1,Casual,1.9,6.0,311.46,6.41,Medium,53
1606,18,Female,1.9,8.3,7.2,70.0,FPS,4.1,5.0,294.02,4.72,Medium,92
1607,19,Female,2.4,5.9,4.5,80.2,Casual,2.7,6.4,297.32,7.75,Medium,76
1608,20,Female,3.5,1.1,7.0,75.4,FPS,2.0,6.7,275.85,9.20,Medium,48
1609,17,Male,2.5,5.2,6.5,63.0,FPS,3.6,4.8,299.51,2.44,Medium,71
1610,23,Female,3.0,3.6,6.5,81.4,Casual,4.6,5.3,271.57,10.06,Medium,61
1611,17,Male,5.0,5.3,4.3,91.5,RPG,4.1,10.3,255.00,8.26,Medium,52
1612,24,Male,6.1,4.6,7.2,83.0,FPS,4.7,7.9,253.43,9.99,Low,59
1613,17,Female,5.9,9.4,6.2,99.0,RPG,1.3,7.5,255.26,12.42,Low,96
1614,24,Female,6.5,1.4,6.1,64.0,Casual,0.6,8.0,247.76,14.38,Low,14
1615,22,Male,0.3,7.2,7.0,92.9,Casual,2.7,1.6,330.97,0.64,Medium,93
1616,23,Male,0.4,8.7,7.0,80.2,FPS,0.2,1.5,298.10,0.21,Medium,100
1617,17,Male,6.3,9.6,4.1,80.9,Casual,3.4,8.1,231.62,13.38,High,78
1618,22,Male,4.3,2.6,4.6,80.8,Casual,1.2,6.2,274.49,10.55,Medium,46
1619,21,Male,4.6,5.8,5.2,73.0,RPG,2.3,7.0,272.57,8.14,Medium,58
1620,19,Female,0.4,1.4,7.4,73.0,RPG,3.3,2.0,321.51,0.00,Medium,53
1621,22,Male,2.0,5.5,6.9,85.3,FPS,2.4,3.5,322.61,3.08,Medium,90
1622,19,Male,5.1,2.1,7.8,61.8,FPS,1.2,8.8,249.52,14.72,Low,34
1623,17,Male,6.9,8.5,7.7,83.6,RPG,4.4,11.5,241.25,16.78,Low,70
1624,22,Other,7.3,2.0,8.3,89.0,Casual,3.8,11.5,231.21,17.90,Low,32
1625,23,Male,4.0,5.6,5.9,74.3,Casual,3.0,7.8,278.21,13.07,Medium,66
1626,17,Male,4.4,5.7,5.7,68.7,RPG,3.5,7.6,271.44,11.89,Medium,55
1627,20,Male,6.7,9.7,8.2,68.5,Casual,2.1,10.8,234.90,15.72,Low,91
1628,16,Female,4.3,6.9,5.2,63.3,Casual,1.9,9.8,272.28,14.47,Medium,61
1629,22,Female,4.1,3.6,6.3,63.6,RPG,0.8,8.3,271.27,8.39,Medium,70
1630,23,Male,7.2,3.2,5.0,66.7,FPS,4.0,8.5,234.40,14.60,Low,22
1631,21,Male,6.3,2.2,8.6,60.8,FPS,1.9,10.2,255.50,16.88,Low,28
1632,20,Male,7.3,7.8,6.0,70.7,FPS,3.5,10.9,257.57,11.96,Low,56
1633,21,Female,1.8,7.2,5.1,72.3,FPS,1.5,5.0,279.86,3.54,High,88
1634,17,Female,4.2,6.5,7.5,99.8,FPS,4.0,8.0,282.49,11.90,Medium,77
1635,16,Male,6.7,1.4,5.2,99.7,Casual,0.5,11.1,245.54,15.87,Low,24
1636,22,Male,0.9,7.9,8.7,67.5,FPS,3.1,2.1,301.90,3.40,Medium,100
1637,22,Male,6.4,6.8,5.8,68.5,FPS,4.0,9.8,240.05,10.59,Low,56
1638,17,Male,1.5,9.7,7.3,79.7,Casual,3.3,6.6,311.30,3.78,Medium,100
1639,17,Female,6.5,6.3,5.7,66.0,Casual,3.5,10.1,242.99,16.04,Low,57
1640,16,Male,4.9,3.7,8.0,80.2,Casual,2.6,6.2,260.71,8.67,Medium,53
1641,23,Male,1.6,4.4,8.5,76.0,FPS,2.8,6.4,294.53,7.19,Medium,84
1642,23,Male,3.8,2.6,7.9,73.0,RPG,0.3,9.5,266.93,11.01,Medium,53
1643,16,Female,5.5,7.5,8.2,92.9,RPG,1.3,10.7,244.82,11.21,Low,86
1644,23,Female,5.1,7.4,4.5,93.1,RPG,3.6,7.9,254.06,12.24,High,75
1645,24,Male,3.4,2.8,8.6,99.5,RPG,4.7,7.1,277.67,10.17,Medium,66
1646,19,Male,7.2,2.4,7.1,68.9,RPG,2.7,11.2,237.26,17.08,Low,22
1647,16,Male,4.2,1.7,8.4,95.5,Casual,3.6,8.7,261.97,11.66,Medium,63
1648,16,Female,4.1,9.2,7.4,81.5,FPS,3.4,8.4,278.96,6.81,Medium,99
1649,18,Male,0.5,3.1,5.0,83.7,FPS,5.0,2.5,304.92,6.51,Medium,65
1650,20,Female,7.4,4.1,7.1,95.9,RPG,4.0,12.6,239.13,23.01,Low,37
1651,20,Female,1.4,3.5,4.5,97.7,RPG,3.1,6.7,294.30,8.32,Medium,75
1652,24,Female,4.2,4.7,7.5,89.1,FPS,0.6,7.3,289.41,10.20,Medium,71
1653,17,Male,6.4,7.4,6.1,73.9,Casual,1.8,8.1,249.32,12.88,Low,71
1654,17,Female,1.7,8.8,4.8,79.6,RPG,1.3,5.8,307.77,4.69,High,94
1655,21,Female,4.2,2.6,8.9,84.6,RPG,4.3,7.0,267.64,11.40,Medium,60
1656,24,Male,1.9,7.2,8.5,93.2,RPG,2.2,6.6,302.91,8.35,Medium,100
1657,16,Male,6.1,4.2,8.5,86.3,Casual,2.7,8.7,234.52,12.15,Low,55
1658,24,Male,4.5,9.8,7.9,74.6,Casual,4.8,6.8,256.12,10.13,Medium,87
1659,24,Male,6.9,3.7,7.5,76.7,FPS,4.2,12.2,234.73,18.88,Low,40
1660,24,Male,7.2,1.1,7.3,62.0,FPS,4.0,11.2,249.26,16.15,Low,17
1661,20,Female,5.2,5.6,4.5,97.0,FPS,0.7,6.6,267.79,11.32,Low,65
1662,24,Male,5.8,2.4,8.5,63.5,Casual,0.1,10.3,228.03,16.58,Low,44
1663,19,Female,4.4,1.4,8.4,83.2,RPG,0.6,9.2,257.46,13.59,Medium,43
1664,17,Male,3.1,7.3,7.7,94.9,Casual,3.7,5.3,282.17,8.86,Medium,97
1665,21,Other,5.2,7.6,8.6,76.8,Casual,2.1,11.0,270.40,11.14,Low,81
1666,19,Male,7.3,5.2,6.8,92.0,RPG,0.6,10.1,235.20,13.86,Low,63
1667,21,Female,3.3,7.1,6.2,92.2,FPS,3.7,9.0,254.67,8.04,Medium,89
1668,18,Male,2.5,5.8,8.8,62.4,FPS,1.0,5.0,278.03,5.23,Medium,84
1669,21,Male,3.1,6.7,6.3,76.5,FPS,3.0,7.2,289.88,8.68,Medium,70
1670,17,Female,3.5,6.4,7.2,87.6,Casual,3.7,7.1,280.28,8.57,Medium,80
1671,17,Male,0.6,7.0,5.9,76.9,FPS,3.0,6.6,314.27,3.84,Medium,87
1672,24,Female,4.0,2.8,7.2,81.8,RPG,5.0,7.0,283.24,8.98,Medium,56
1673,22,Female,4.0,3.4,7.6,83.8,FPS,2.2,5.9,269.14,7.10,Medium,63
1674,18,Male,4.7,5.0,7.1,66.1,FPS,1.6,9.9,270.47,11.08,Medium,54
1675,16,Female,2.9,5.0,6.6,76.5,FPS,1.0,4.1,301.62,11.27,Medium,75
1676,23,Female,4.9,8.0,5.5,61.1,RPG,2.5,10.3,263.44,13.91,High,69
1677,21,Male,7.0,4.3,7.2,66.0,FPS,4.3,8.6,226.70,14.88,Low,40
1678,22,Female,7.6,2.5,8.5,80.5,RPG,4.7,11.5,224.05,14.21,Low,30
1679,24,Female,4.7,3.3,4.0,82.9,RPG,4.9,9.2,254.93,9.64,Medium,42
1680,20,Male,0.3,2.9,4.7,65.9,Casual,2.7,3.0,293.51,1.94,Medium,45
1681,16,Male,7.8,7.6,4.6,90.2,Casual,3.0,13.0,219.09,20.83,High,61
1682,22,Female,5.7,5.2,8.6,74.9,RPG,2.9,9.6,258.56,13.74,Low,76
1683,20,Male,2.7,7.4,7.3,96.8,Casual,2.3,5.7,287.81,7.30,Medium,98
1684,18,Male,1.2,4.8,8.8,75.5,FPS,0.8,3.8,319.43,5.90,Medium,92
1685,24,Male,1.2,9.0,6.9,66.0,RPG,0.3,2.7,307.64,1.14,Medium,100
1686,16,Female,1.3,9.9,6.3,90.3,RPG,2.2,5.5,312.76,7.59,Medium,100
1687,16,Male,0.4,7.0,8.0,82.7,FPS,0.9,3.2,298.08,1.36,Medium,97
1688,16,Male,7.2,8.8,4.8,75.5,Casual,4.4,9.8,228.97,18.06,High,67
1689,18,Female,4.3,5.6,5.9,74.2,FPS,3.8,10.1,265.35,14.88,Medium,64
1690,21,Male,5.6,9.4,6.3,66.0,FPS,3.1,8.0,244.55,10.57,Low,88
1691,18,Female,6.6,8.5,5.5,73.6,FPS,0.2,12.0,255.82,15.93,High,79
1692,23,Other,6.3,9.9,5.9,61.2,Casual,3.1,12.2,224.74,17.17,High,75
1693,17,Female,7.1,6.6,4.4,80.1,FPS,3.1,12.2,234.14,16.10,Low,40
